,VLUE,MTUM,USMV,QUAL,LRGF
Ticker,VLUE,MTUM,USMV,QUAL,LRGF
Date,,,,,
2024-03-15,101.0494155883789,181.16871643066406,80.52117919921875,159.45748901367188,51.632408142089844
2024-03-18,101.37830352783203,182.47882080078125,80.70730590820312,160.35610961914062,51.94741439819336
2024-03-19,101.81361389160156,183.26287841796875,81.1971664428711,161.29420471191406,52.252586364746094
2024-03-20,103.0615005493164,185.4165802001953,81.41268920898438,162.87417602539062,52.813697814941406
2024-03-21,103.80146789550781,187.3456573486328,81.57012176513672,163.7401885986328,53.15144729614258
2024-03-22,103.31465911865234,187.33570861816406,81.36348724365234,162.88900756835938,53.05269241333008
2024-03-25,103.18807220458984,187.1171875,81.107666015625,162.25559997558594,52.87493133544922
2024-03-26,103.14912414550781,186.48143005371094,81.09782409667969,161.63206481933594,52.7070426940918
2024-03-27,104.95040130615234,186.4715118408203,82.04242706298828,162.4733428955078,53.13169860839844
2024-03-28,105.4566879272461,186.10397338867188,82.23921203613281,162.66139221191406,53.14157485961914
2024-04-01,105.03801727294922,186.30264282226562,81.94402313232422,162.18629455566406,53.07244873046875
2024-04-02,103.97673797607422,185.08082580566406,81.52092742919922,161.17678833007812,52.67741394042969
2024-04-03,103.92805480957031,186.66024780273438,81.333984375,161.2262725830078,52.77616882324219
2024-04-04,102.83755493164062,183.09413146972656,80.62552642822266,158.9499053955078,52.12437057495117
2024-04-05,103.25623321533203,186.33242797851562,81.01910400390625,160.86997985839844,52.64778518676758
2024-04-08,103.1686019897461,185.84568786621094,80.96990966796875,160.77101135253906,52.667537689208984
2024-04-09,103.58726501464844,184.6735382080078,80.98958587646484,160.79080200195312,52.637908935546875
2024-04-10,101.49390411376953,183.93846130371094,80.20242309570312,159.22703552246094,52.09474182128906
2024-04-11,101.51338195800781,185.99468994140625,80.03514099121094,160.64231872558594,52.49964904785156
2024-04-12,99.75106048583984,182.67691040039062,79.16926574707031,158.50453186035156,51.729339599609375
2024-04-15,99.24476623535156,179.57766723632812,78.69697570800781,156.5448760986328,51.04790496826172
2024-04-16,98.56321716308594,180.4716796875,78.63792419433594,156.69332885742188,50.919525146484375
2024-04-17,98.16400909423828,178.0280303955078,78.63792419433594,155.59474182128906,50.63312530517578
2024-04-18,98.1932144165039,176.93536376953125,78.7166519165039,155.2582244873047,50.55411911010742
2024-04-19,98.57294464111328,172.42556762695312,79.20862579345703,152.9719696044922,50.11958312988281
2024-04-22,99.30318450927734,174.14404296875,79.57269287109375,154.2783966064453,50.65287399291992
2024-04-23,100.09185028076172,177.87904357910156,79.86787414550781,156.05001831054688,51.25530242919922
2024-04-24,100.40342712402344,177.06448364257812,80.04498291015625,155.94113159179688,51.31455612182617
